cardname,cardq,cardid,cardrarity,cardcondition,card_edition,cardset,cardcode
Illusion Magic,3,73616671,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENA16
Illusionist Faceless Mage,3,28546905,Common,M,Unlimited,Dark Beginning 2,DB2-EN041
Illusionist Faceless Mage,3,28546905,Common,M,Unlimited,Speed Duel Decks: Match of the Millennium,SS04-ENB02
Illusionist Faceless Mage,3,28546905,Common,M,Unlimited,Starter Deck: Pegasus,SDP-004
Illusionist Faceless Magician,3,15173384,Common,M,Unlimited,Speed Duel Decks: Match of the Millennium,SS04-ENB13
Illusionist Faceless Magician,3,15173384,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN046
Illusory Snatcher,3,35073065,Common,M,Unlimited,Structure Deck: Emperor of Darkness,SR01-EN016
Imairuka,3,41952656,Common,M,Unlimited,Speed Duel: Attack from the Deep,SBAD-EN028
Immortal Ruler,3,32485518,Common,M,Unlimited,Structure Deck: Zombie Horde,SR07-EN009
Impcantation Bookstone,3,18474999,Common,M,Unlimited,Soul Fusion,SOFU-EN024
Impcantation Inception,3,86758915,Common,M,Unlimited,Savage Strike,SAST-EN065
Impcantation Penciplume,3,82085295,Common,M,Unlimited,Soul Fusion,SOFU-EN023
Impcantation Thanatosis,3,13482262,Common,M,Unlimited,Dark Neostorm,DANE-EN062
Impenetrable Attack,3,86778566,Common,M,Unlimited,Return of the Duelist,REDU-EN066
Impenetrable Attack,3,86778566,Common,M,Unlimited,Battle Pack 2: War of the Giants,BP02-EN211
Impenetrable Attack,3,86778566,Common,M,Unlimited,Super Starter: V for Victory,YS13-EN034
Impenetrable Formation,3,96631852,Common,M,Unlimited,The Lost Millennium,TLM-EN048
Impenetrable Formation,3,96631852,Common,M,Unlimited,Dark Revelation Volume 3,DR3-EN228
Imperial Custom,3,9995766,Common,M,Unlimited,Structure Deck: Sacred Beasts,SDSA-EN038
Imperial Custom,3,9995766,Common,M,Unlimited,Ancient Prophecy,ANPR-EN067
Imperial Iron Wall,3,30459350,Common,M,Unlimited,Structure Deck: Synchron Extreme,SDSE-EN038
Imperial Iron Wall,3,30459350,Common,M,Unlimited,Structure Deck: Zombie World,SDZW-EN032
Imperial Order,1,61740673,Common,M,Unlimited,Structure Deck: Rokket Revolt,SDRR-EN040
Imperial Order,1,61740673,Common,M,Unlimited,OTS Tournament Pack 9,OP09-EN023
Imperial Tombs of Necrovalley,3,90434657,Common,M,Unlimited,OTS Tournament Pack 9,OP09-EN024
Imprisoned Queen Archfiend,3,52248570,Common,M,Unlimited,Phantom Darkness,PTDN-EN032
Imprisoned Queen Archfiend,3,52248570,Common,M,Unlimited,Astral Pack 3,AP03-EN019
Inaba White Rabbit,3,77084837,Common,M,Unlimited,Dark Beginning 2,DB2-EN176
Inari Fire,3,62953041,Common,M,Unlimited,Structure Deck: Master of Pendulum,SDMP-EN018
Inari Fire,3,62953041,Common,M,Unlimited,Structure Deck: Spirit Charmers,SDCH-EN009
Inari Fire,3,62953041,Common,M,Unlimited,Cosmo Blazer,CBLZ-EN038
Incandescent Ordeal,3,33031674,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN247
Incarnated Machine Angel,3,91946859,Common,M,Unlimited,Legendary Duelists: Season 2,LDS2-EN093
Indomitable Fighter Lei Lei,3,84173492,Common,M,Unlimited,Cybernetic Revolution,CRV-EN023
Indomitable Fighter Lei Lei,3,84173492,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN023
Indomitable Gladiator Beast,3,55136228,Common,M,Unlimited,Crimson Crisis,CRMS-EN056
Indulged Darklord,3,82773292,Common,M,Unlimited,Rise of the Duelist,ROTD-EN024
Indulged Darklord,3,82773292,Common,M,Unlimited,2021 Tin of Ancient Battles,MP21-EN118
Infected Mail,3,6430659,Common,M,Unlimited,Star Pack 2013,SP13-EN033
Infected Mail,3,6430659,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN085
Infernal Dragon,3,47754278,Common,M,Unlimited,Structure Deck: Lair of Darkness,SR06-EN012
Infernal Dragon,3,47754278,Common,M,Unlimited,Duel Terminal 2,DT02-EN058
Infernal Incinerator,3,23309606,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN072
Infernal Incinerator,3,23309606,Common,M,Unlimited,Elemental Energy,EEN-EN012
Infernalqueen Archfiend,3,8581705,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN233
Infernity Archfiend,1,99177923,Common,M,Unlimited,OTS Tournament Pack 2,OP02-EN017
Infernity Archfiend,1,99177923,Common,M,Unlimited,Duel Terminal 7,DT07-EN060
Infernity Beast,3,7264861,Common,M,Unlimited,Speed Duel: Attack from the Deep,SBAD-EN039
Infernity Beast,3,7264861,Common,M,Unlimited,Ancient Prophecy,ANPR-EN012
Infernity Break,3,51717541,Common,M,Unlimited,The Shining Darkness,TSHD-EN069
Infernity Conjurer,3,48144778,Common,M,Unlimited,Phantom Rage,PHRA-EN016
Infernity Doom Archfiend,3,38904695,Common,M,Unlimited,2021 Tin of Ancient Battles,MP21-EN187
Infernity Dwarf,3,25171661,Common,M,Unlimited,Gold Series 3,GLD3-EN028
Infernity Dwarf,3,25171661,Common,M,Unlimited,Speed Duel: Scars of Battle,SBSC-EN035
Infernity Force,3,18712704,Common,M,Unlimited,Stardust Overdrive,SOVR-EN073
Infernity Guardian,3,51566770,Common,M,Unlimited,Gold Series 3,GLD3-EN029
Infernity Necromancer,3,56209279,Common,M,Unlimited,Duel Terminal 4,DT04-EN052
Infernity Necromancer,3,56209279,Common,M,Unlimited,Stardust Overdrive,SOVR-EN008
Infernity Paranoia,3,86547356,Common,M,Unlimited,Phantom Rage,PHRA-EN060
Infernity Patriarch,3,54320860,Common,M,Unlimited,2018 Mega-Tin Mega Pack,MP18-EN096
Infernity Patriarch,3,54320860,Common,M,Unlimited,Code of the Duelist,COTD-EN091
Infernity Randomizer,3,13582837,Common,M,Unlimited,The Shining Darkness,TSHD-EN013
Infernity Reflector,3,15313433,Common,M,Unlimited,The Shining Darkness,TSHD-EN068
Infernity Suppression,3,12541409,Common,M,Unlimited,Phantom Rage,PHRA-EN075
Infernity Wildcat,3,74148483,Common,M,Unlimited,Phantom Rage,PHRA-EN017
Inferno,3,74823665,Common,M,Unlimited,Structure Deck: Blaze of Destruction,SD3-EN006
Inferno,3,74823665,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN019
Inferno,3,74823665,Common,M,Unlimited,Structure Deck: Soulburner,SDSB-EN018
Inferno Fire Blast,3,52684508,Common,M,Unlimited,Legendary Decks II,LDK2-ENJ23
Inferno Fire Blast,3,52684508,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN016
Inferno Fire Blast,3,52684508,Common,M,Unlimited,Legendary Duelists,LEDU-EN007
Inferno Fire Blast,3,52684508,Common,M,Unlimited,Structure Deck: Dragons Collide,SDDC-EN026
Inferno Reckless Summon,3,12247206,Common,M,Unlimited,Structure Deck: Machine Reactor,SR03-EN030
Inferno Reckless Summon,3,12247206,Common,M,Unlimited,Structure Deck: Machina Mayhem,SDMM-EN027
Inferno Tempest,3,14391920,Common,M,Unlimited,Yu-Gi-Oh! Movie Exclusive Pack,EP1-EN007
Infernoble Knight Astolfo,3,95953557,Common,M,Unlimited,Rise of the Duelist,ROTD-EN012
Infernoble Knight Astolfo,3,95953557,Common,M,Unlimited,2021 Tin of Ancient Battles,MP21-EN108
Infernoble Knight Captain Oliver,3,65398390,Common,M,Unlimited,2021 Tin of Ancient Battles,MP21-EN188
Infernoble Knight Captain Roland,3,40251688,Common,M,Unlimited,Rise of the Duelist,ROTD-EN041
Infernoble Knight Maugis,3,94730900,Common,M,Unlimited,Rise of the Duelist,ROTD-EN015
Infernoble Knight Maugis,3,94730900,Common,M,Unlimited,2021 Tin of Ancient Battles,MP21-EN111
Infernoble Knight Ogier,3,21351206,Common,M,Unlimited,2021 Tin of Ancient Battles,MP21-EN109
Infernoble Knight Oliver,3,58346901,Common,M,Unlimited,2021 Tin of Ancient Battles,MP21-EN110
Infernoid Attondel,3,88301393,Common,M,Unlimited,2015 Mega-Tin Mega Pack,MP15-EN208
Infernoid Attondel,3,88301393,Common,M,Unlimited,Secrets of Eternity,SECE-EN018
Infernoid Piaty,3,25811989,Common,M,Unlimited,2015 Mega-Tin Mega Pack,MP15-EN206
Infernoid Piaty,3,25811989,Common,M,Unlimited,Secrets of Eternity,SECE-EN016
Infernoid Seitsemas,3,51316684,Common,M,Unlimited,2015 Mega-Tin Mega Pack,MP15-EN207
Infernoid Seitsemas,3,51316684,Common,M,Unlimited,Secrets of Eternity,SECE-EN017
Infernoid Sjette,3,96055137,Common,M,Unlimited,Crossed Souls,CROS-EN031
Infestation Infection,3,35419032,Common,M,Unlimited,Duel Terminal 7,DT07-EN050
Infestation Pandemic,3,27541267,Common,M,Unlimited,Duel Terminal 7,DT07-EN096
Infestation Ripples,3,81218874,Common,M,Unlimited,Duel Terminal 6,DT06-EN049
Infestation Terminus,3,90934570,Common,M,Unlimited,Duel Terminal 7,DT07-EN100
Infestation Tool,3,27207573,Common,M,Unlimited,Duel Terminal 6,DT06-EN050
Infinite Cards,3,94163677,Common,M,Unlimited,Dark Beginning 1,DB1-EN230
Infinite Dismissal,3,54109233,Common,M,Unlimited,Dark Beginning 1,DB1-EN186
Infinitrack Brutal Dozer,3,76830505,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN162
Infinitrack Brutal Dozer,3,76830505,Common,M,Unlimited,Chaos Impact,CHIM-EN022
Infinitrack Crab Crane,3,98439949,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN208
Infinitrack Drag Shovel,3,34923554,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN209
Infinitrack Tunneller,3,97316367,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN211
Infinity Dark,3,76520646,Common,M,Unlimited,Gladiator's Assault,GLAS-EN027
Influence Dragon,3,54936498,Common,M,Unlimited,Galactic Overlord,GAOV-EN093
Informer Spider,3,4941482,Common,M,Unlimited,Absolute Powerforce,ABPF-EN024
Injection Fairy Lily,3,79575620,Common,M,Unlimited,Gold Series 4: Pyramids Edition,GLD4-EN009
Injection Fairy Lily,3,79575620,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN280
Inpachi,3,97923414,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN003
Inpachi,3,97923414,Common,M,Unlimited,Pharaonic Guardian,PGD-055
Insect Armor with Laser Cannon,3,3492538,Common,M,Unlimited,Speed Duel: Scars of Battle,SBSC-EN021
Insect Barrier,3,23615409,Common,M,Unlimited,Dark Beginning 1,DB1-EN205
Insect Imitation,3,96965364,Common,M,Unlimited,Retro Pack 2,RP02-EN016
Insect Knight,3,35052053,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN115
Insect Knight,3,35052053,Common,M,Unlimited,Dark Revelation Volume 3,DR3-EN124
Insect Knight,3,35052053,Common,M,Unlimited,Flaming Eternity,FET-EN004
Insect Neglect,3,22991179,Common,M,Unlimited,Speed Duel Decks: Ultimate Predators,SS03-ENB19
Insect Neglect,3,22991179,Common,M,Unlimited,Stardust Overdrive,SOVR-EN061
Insect Princess,3,37957847,Common,M,Unlimited,OTS Tournament Pack 7,OP07-EN015
Insect Princess,3,37957847,Common,M,Unlimited,Speed Duel Decks: Ultimate Predators,SS03-ENB12
Insect Queen,3,91512835,Common,M,Unlimited,Duelist Pack: Battle City,DPBC-EN026
Insect Queen,3,91512835,Common,M,Unlimited,Speed Duel Decks: Ultimate Predators,SS03-ENB08
Insect Queen,3,91512835,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN037
Insect Queen,3,91512835,Common,M,Unlimited,Legendary Duelists: Ancient Millennium,LED2-EN012
Inspiration,3,25005816,Common,M,Unlimited,Demo Deck 2015,DEM2-EN020
Inspiration,3,25005816,Common,M,Unlimited,Speed Duel: Battle City Box,SBCB-EN106
Inspiration,3,25005816,Common,M,Unlimited,Demo Deck 2016,DEM3-EN020
Inspiration,3,25005816,Common,M,Unlimited,Battle Pack 3: Monster League,BP03-EN232
Instant Fusion,1,1845204,Common,M,Unlimited,Legendary Duelists: Ancient Millennium,LED2-EN048
Instant Fusion,1,1845204,Common,M,Unlimited,Cyberdark Impact,CDIP-EN040
Instant Fusion,1,1845204,Common,M,Unlimited,Duel Terminal 4,DT04-EN093
Instant Fusion,1,1845204,Common,M,Unlimited,Structure Deck: Shaddoll Showdown,SDSH-EN027
Instant Fusion,1,1845204,Common,M,Unlimited,Champion Pack 7,CP07-EN017
Instant Fusion,1,1845204,Common,M,Unlimited,Astral Pack 2,AP02-EN020
Instant Neo Space,3,11913700,Common,M,Unlimited,OTS Tournament Pack 9,OP09-EN020
Instant Neo Space,3,11913700,Common,M,Unlimited,Phantom Darkness,PTDN-EN048
Instant Neo Space,3,11913700,Common,M,Unlimited,Legendary Collection 2,LCGX-EN102
Interceptomato,3,19113101,Common,M,Unlimited,Judgment of the Light,JOTL-EN003
Interceptomato,3,19113101,Common,M,Unlimited,2014 Mega-Tin Mega Pack,MP14-EN062
Interdimensional Matter Transporter,3,36261276,Common,M,Unlimited,Speed Duel Decks: Duelists of Tomorrow,SS02-ENA15
Interdimensional Matter Transporter,3,36261276,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN098
Interdimensional Matter Transporter,3,36261276,Common,M,Unlimited,Structure Deck: Seto Kaiba,SDKS-EN034
Interdimensional Matter Transporter,3,36261276,Common,M,Unlimited,Structure Deck: Dragon's Roar,SD1-EN026
Interdimensional Matter Transporter,3,36261276,Common,M,Unlimited,Duelist Pack: Kaiba,DPKB-EN037
Interdimensional Matter Transporter,3,36261276,Common,M,Unlimited,Structure Deck: Dragons Collide,SDDC-EN039
Interdimensional Warp,3,57384901,Common,M,Unlimited,Gladiator's Assault,GLAS-EN078
"Interplanetary Invader ""A""",3,14729426,Common,M,Unlimited,Light of Destruction,LODT-EN034
Interplanetarypurplythorny Beast,3,80208323,Common,M,Unlimited,Legacy of the Valiant,LVAL-EN098
Interplanetarypurplythorny Beast,3,80208323,Common,M,Unlimited,2014 Mega-Tin Mega Pack,MP14-EN246
Interplanetarypurplythorny Dragon,3,25206027,Common,M,Unlimited,Starter Deck: Kaiba Reloaded,YSKR-EN027
Interplanetarypurplythorny Dragon,3,25206027,Common,M,Unlimited,Order of Chaos,ORCS-EN085
Interplanetarypurplythorny Dragon,3,25206027,Common,M,Unlimited,Battle Pack 2: War of the Giants,BP02-EN104
Interplanetarypurplythorny Dragon,3,25206027,Common,M,Unlimited,Structure Deck: Seto Kaiba,SDKS-EN016
Interrupt Resistor,3,2414168,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN149
Intrigue Shield,3,23122036,Common,M,Unlimited,Shadow Specters,SHSP-EN072
Intrigue Shield,3,23122036,Common,M,Unlimited,Battle Pack 3: Monster League,BP03-EN231
Introduction to Gallantry,3,69091732,Common,M,Unlimited,Force of the Breaker,FOTB-EN053
Invader from Another Dimension,3,28450915,Common,M,Unlimited,Astral Pack 7,AP07-EN014
Invader of Darkness,3,56647086,Common,M,Unlimited,Legendary Collection 3: Yugi's World,LCYW-EN251
Invader of Darkness,3,56647086,Common,M,Unlimited,Battle Pack 2: War of the Giants: Round 2,BPW2-EN010
Invader of Darkness,3,56647086,Common,M,Unlimited,OTS Tournament Pack 8,OP08-EN013
Invader of the Throne,3,3056267,Common,M,Unlimited,Dark Beginning 1,DB1-EN013
Invasion of Flames,3,26082229,Common,M,Unlimited,Rise of Destiny,RDS-EN024
Invasion of Flames,3,26082229,Common,M,Unlimited,Dark Revelation Volume 3,DR3-EN084
Inverse Universe,3,79161790,Common,M,Unlimited,Absolute Powerforce,ABPF-EN080
Inverse Universe,3,79161790,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN106
Inverse Universe,3,79161790,Common,M,Unlimited,OTS Tournament Pack 4,OP04-EN026
Invigoration,3,98374133,Common,M,Unlimited,Starter Deck: Kaiba,SDK-021
Invincibility Barrier,3,17722185,Common,M,Unlimited,Soul Fusion,SOFU-EN076
Invincibility Barrier,3,17722185,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN211
Inzektor Ant,3,95395761,Common,M,Unlimited,Order of Chaos,ORCS-EN018
Inzektor Centipede,3,21790410,Common,M,Unlimited,Order of Chaos,ORCS-EN019
Inzektor Dragonfly,3,68184115,Common,M,Unlimited,OTS Tournament Pack 17,OP17-EN019
Inzektor Earwig,3,38450736,Common,M,Unlimited,Galactic Overlord,GAOV-EN030
Inzektor Firefly,3,66066482,Common,M,Unlimited,Galactic Overlord,GAOV-EN028
Inzektor Gauntlet,3,259314,Common,M,Unlimited,Galactic Overlord,GAOV-EN074
Inzektor Giga-Weevil,3,21977828,Common,M,Unlimited,Order of Chaos,ORCS-EN022
Inzektor Ladybug,3,2461031,Common,M,Unlimited,Galactic Overlord,GAOV-EN029
Inzektor Picofalena,3,97273514,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN067
Inzektor Picofalena,3,97273514,Common,M,Unlimited,Flames of Destruction,FLOD-EN096
Iron Blacksmith Kotetsu,3,73431236,Common,M,Unlimited,Speed Duel: Scars of Battle,SBSC-EN034
Iron Blacksmith Kotetsu,3,73431236,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN226
Iron Call,3,64662453,Common,M,Unlimited,Duel Terminal 7,DT07-EN093
Iron Call,3,64662453,Common,M,Unlimited,Structure Deck: Mechanized Madness,SR10-EN026
Iron Chain Blaster,3,26157485,Common,M,Unlimited,Crossroads of Chaos,CSOC-EN019
Iron Chain Coil,3,53152590,Common,M,Unlimited,Crossroads of Chaos,CSOC-EN020
Iron Chain Snake,3,80769747,Common,M,Unlimited,Crossroads of Chaos,CSOC-EN018
Iron Core Armor,3,20457551,Common,M,Unlimited,Stardust Overdrive,SOVR-EN053
Iron Core Immediate Disposal,3,63018036,Common,M,Unlimited,Raging Battle,RGBT-EN056
Iron Core Luster,3,34545235,Common,M,Unlimited,Ancient Prophecy,ANPR-EN074
Iron Core of Koa'ki Meiru,3,36623431,Common,M,Unlimited,Turbo Pack: Booster Two,TU02-EN020
Iron Draw,3,34559295,Common,M,Unlimited,Speed Duel: Trials of the Kingdom,SBTK-EN038
Iron Draw,3,34559295,Common,M,Unlimited,Structure Deck: Mechanized Madness,SR10-EN027
Ironhammer the Giant,3,79185500,Common,M,Unlimited,Duel Terminal 7,DT07-EN054
Island Turtle,3,4042268,Common,M,Unlimited,Starter Deck: Joey,SDJ-005
"Isolde, Belle of the Underworld",3,22657402,Common,M,Unlimited,Structure Deck: Zombie Horde,SR07-EN017
Ivy Shackles,3,14730606,Common,M,Unlimited,Legendary Collection 5D's,LC5D-EN105
Ivy Shackles,3,14730606,Common,M,Unlimited,Duel Terminal 2,DT02-EN098
Ivy Shackles,3,14730606,Common,M,Unlimited,Crimson Crisis,CRMS-EN070
Jabbing Panda,3,36539330,Common,M,Unlimited,2021 Tin of Ancient Battles,MP21-EN219
Jabbing Panda,3,36539330,Common,M,Unlimited,Phantom Rage,PHRA-EN082
Jack Wyvern,3,23850421,Common,M,Unlimited,2018 Mega-Tin Mega Pack,MP18-EN042
Jack Wyvern,3,23850421,Common,M,Unlimited,Code of the Duelist,COTD-EN013
Jack Wyvern,3,23850421,Starfoil Rare,M,Unlimited,Star Pack VRAINS,SP18-EN016
Jack's Knight,3,90876561,Common,M,Unlimited,Duelist Pack: Battle City,DPBC-EN012
Jack's Knight,3,90876561,Common,M,Unlimited,King of Games: Yugi's Legendary Decks,YGLD-ENB06
Jack's Knight,3,90876561,Common,M,Unlimited,King of Games: Yugi's Legendary Decks,YGLD-ENC13
Jack's Knight,3,90876561,Common,M,Unlimited,Structure Deck: Yugi Muto,SDMY-EN013
Jack's Knight,3,90876561,Common,M,Unlimited,Duelist Pack: Yugi,DPYG-EN004
Jack's Knight,3,90876561,Common,M,Unlimited,Speed Duel: Arena of Lost Souls,SBLS-EN006
Jack-In-The-Hand,3,51697825,Common,M,Unlimited,Phantom Rage,PHRA-EN067
Jack-In-The-Hand,3,51697825,Common,M,Unlimited,2021 Tin of Ancient Battles,MP21-EN209
Jack-o-Bolan,3,36016907,Common,M,Unlimited,2021 Tin of Ancient Battles,MP21-EN008
Jackpot 7,3,81171949,Common,M,Unlimited,Primal Origin,PRIO-EN068
Jade Insect Whistle,3,95214051,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN101
Jade Knight,3,44364207,Common,M,Unlimited,Speed Duel: Battle City Box,SBCB-EN069
Jade Knight,3,44364207,Common,M,Unlimited,Structure Deck: Cyber Dragon Revolution,SDCR-EN014
Jade Knight,3,44364207,Common,M,Unlimited,Crossroads of Chaos,CSOC-EN037
"Jain, Lightsworn Paladin",3,96235275,Common,M,Unlimited,Light of Destruction,LODT-EN018
"Jain, Lightsworn Paladin",3,96235275,Common,M,Unlimited,Structure Deck: Realm of Light,SDLI-EN007
"Jain, Lightsworn Paladin",3,96235275,Common,M,Unlimited,Structure Deck: Rise of the True Dragons,SR02-EN020
"Jain, Lightsworn Paladin",3,96235275,Common,M,Unlimited,Structure Deck: Dragons Collide,SDDC-EN020
"Jain, Twilightsworn General",3,84673417,Common,M,Unlimited,2018 Mega-Tin Mega Pack,MP18-EN050
"Jain, Twilightsworn General",3,84673417,Common,M,Unlimited,Code of the Duelist,COTD-EN024
Jam Breeding Machine,3,21770260,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN124
Jam Breeding Machine,3,21770260,Common,M,Unlimited,Dark Beginning 1,DB1-EN229
Jam Defender,3,21558682,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN131
Jam Defender,3,21558682,Common,M,Unlimited,Dark Beginning 1,DB1-EN231
Jar of Avarice,3,98954106,Common,M,Unlimited,Structure Deck: Machine Reactor,SR03-EN033
Jar of Avarice,3,98954106,Common,M,Unlimited,Legendary Decks II,LDK2-ENK38
Jar of Avarice,3,98954106,Common,M,Unlimited,Starter Deck: Link Strike,YS17-EN032
Jar of Generosity,3,22454453,Common,M,Unlimited,Dawn of Majesty,DAMA-EN080
Jar of Greed,3,83968380,Common,M,Unlimited,Speed Duel Decks: Destiny Masters,SS01-ENC16
Jar of Greed,3,83968380,Common,M,Unlimited,Starter Deck: Kaiba Evolution,SKE-047
Jar of Greed,3,83968380,Common,M,Unlimited,Super Starter: Space-Time Showdown,YS14-EN038
Jar of Greed,3,83968380,Common,M,Unlimited,Starter Deck 2006,YSD-EN036
Jar of Greed,3,83968380,Common,M,Unlimited,Structure Deck: Blaze of Destruction,SD3-EN029
Jar Robber,3,33784505,Common,M,Unlimited,Magician's Force,MFC-091
Jar Robber,3,33784505,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN146
Jar Turtle,3,96287685,Common,M,Unlimited,Extreme Victory,EXVC-EN035
Jelly Cannon,3,41440817,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN197
"Jenis, Lightsworn Mender",3,83725008,Common,M,Unlimited,The Duelist Genesis,TDGS-EN025
Jerry Beans Man,3,23635815,Common,M,Unlimited,Cybernetic Revolution,CRV-EN004
Jerry Beans Man,3,23635815,Common,M,Unlimited,Starter Deck: Syrus Truesdale,YSDS-EN007
Jerry Beans Man,3,23635815,Common,M,Unlimited,Battle Pack 3: Monster League,BP03-EN001
Jerry Beans Man,3,23635815,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN004
Jester Confit,3,8487449,Common,M,Unlimited,Structure Deck: Cyberse Link,SDCL-EN020
Jester Lord,3,72992744,Common,M,Unlimited,Duel Terminal 4,DT04-EN001
Jet Synchron,0,9742784,Common,M,Unlimited,Legendary Duelists: Magical Hero,LED6-EN030
Jet Synchron,0,9742784,Common,M,Unlimited,OTS Tournament Pack 9,OP09-EN018
Jetroid,3,43697559,Common,M,Unlimited,Cybernetic Revolution,CRV-EN011
Jetroid,3,43697559,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN011
Jewels of the Valiant,3,72710085,Common,M,Unlimited,Lord of the Tachyon Galaxy,LTGY-EN067
Jigabyte,3,40894584,Common,M,Unlimited,Structure Deck: Master of Pendulum,SDMP-EN020
Jigabyte,3,40894584,Common,M,Unlimited,Structure Deck: Spirit Charmers,SDCH-EN008
Jigabyte,3,40894584,Common,M,Unlimited,Secrets of Eternity,SECE-EN034
Jigen Bakudan,3,90020065,Common,M,Unlimited,Starter Deck: Pegasus,SDP-012
Jinzo,3,77585513,Common,M,Unlimited,Legendary Decks II,LDK2-ENJ10
Jinzo,3,77585513,Common,M,Unlimited,Legendary Duelists: Rage of Ra,LED7-EN038
Jinzo,3,77585513,Secret Rare,M,Unlimited,Speed Duel: Battle City Box,SBCB-EN147
Jinzo #7,3,32809211,Common,M,Unlimited,Dark Beginning 1,DB1-EN162
Jinzo - Jector,3,51916032,Common,M,Unlimited,Legendary Duelists: Rage of Ra,LED7-EN041
Jinzo - Lord,3,35803249,Common,M,Unlimited,Legendary Duelists: Rage of Ra,LED7-EN040
Jinzo - Returner,3,9418534,Common,M,Unlimited,Legendary Duelists: Rage of Ra,LED7-EN039
Jirai Gumo,3,94773007,Common,M,Unlimited,Dark Beginning 2,DB2-EN054
Jirai Gumo,3,94773007,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN227
Jirai Gumo,3,94773007,Common,M,Unlimited,Retro Pack 1,RP01-EN039
Jirai Gumo,3,94773007,Common,M,Unlimited,Dark Legends,DLG1-EN040
"Jizukiru, the Star Destroying Kaiju",3,63941210,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN019
"Jizukiru, the Star Destroying Kaiju",3,63941210,Common,M,Unlimited,Structure Deck: Mechanized Madness,SR10-EN014
Jowgen the Spiritualist,3,41855169,Common,M,Unlimited,Tournament Pack 5,TP5-EN011
Jowgen the Spiritualist,3,41855169,Common,M,Unlimited,Astral Pack 3,AP03-EN015
Jowls of Dark Demise,3,5257687,Common,M,Unlimited,Dark Beginning 2,DB2-EN212
Joyous Melffys,3,53054164,Common,M,Unlimited,2021 Tin of Ancient Battles,MP21-EN194
Judge Man,3,30113682,Common,M,Unlimited,Starter Deck: Kaiba,SDK-007
Judge Man,3,30113682,Common,M,Unlimited,Duelist Pack: Kaiba,DPKB-EN003
Judge of the Ice Barrier,3,53535814,Common,M,Unlimited,Lightning Overdrive,LIOV-EN020
Judgment Dragon,3,57774843,Common,M,Unlimited,Ra Yellow Mega Pack,RYMP-EN104
Judgment Dragon,3,57774843,Common,M,Unlimited,Structure Deck: Realm of Light,SDLI-EN004
Judgment Dragon,3,57774843,Common,M,Unlimited,Legendary Collection 2,LCGX-EN249
Judgment of Anubis,3,55256016,Common,M,Unlimited,Speed Duel: Battle City Box,SBCB-EN194
Judgment of Anubis,3,55256016,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN135
Judgment of the Branded,3,93595154,Common,M,Unlimited,Lightning Overdrive,LIOV-EN069
Judgment of the Desert,3,4869446,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN216
Judgment of the Desert,3,4869446,Common,M,Unlimited,Ancient Sanctuary,AST-103
Judgment of Thunder,3,85080048,Common,M,Unlimited,The Duelist Genesis,TDGS-EN077
Jumbo Drill,3,42851643,Common,M,Unlimited,Star Pack 2014,SP14-EN014
Jumbo Drill,3,42851643,Common,M,Unlimited,Structure Deck: Geargia Rampage,SDGR-EN014
Junk Barrage,3,79068663,Common,M,Unlimited,Duelist Pack 8: Yusei Fudo,DP08-EN019
Junk Barrage,3,79068663,Common,M,Unlimited,Legendary Collection 5D's,LC5D-EN044
